Station,Site,2014-07-27,2014-07-28,2014-07-29,2014-07-30,2014-07-31,2014-08-01,2014-08-02,2014-08-03,2014-08-04,2014-08-05,2014-08-06,2014-08-07,2014-08-08,2014-08-09,2014-08-10,2014-08-11,2014-08-12,2014-08-13,2014-08-14,2014-08-15,2014-08-16,2014-08-17,2014-08-18,2014-08-19,2014-08-20,2014-08-21,2014-08-22,2014-08-23,2014-08-24,2014-08-25,2014-08-26,2014-08-27,2014-08-28,2014-08-29,2014-08-30,2014-08-31,2014-09-01,2014-09-02,2014-09-03,2014-09-04,2014-09-05,2014-09-06,2014-09-07,2014-09-08,2014-09-09,2014-09-10,2014-09-11,2014-09-12,2014-09-13,2014-09-14,2014-09-15,2014-09-16,2014-09-17,2014-09-18,2014-09-19,2014-09-20,2014-09-21
0002,Concord,0.5555194999999999,0.29404775,0.8954545,1.498701,0.8811687500000001,1.24242425,0.27662325,0.2113635,0.2055195,1.1162337500000001,0.6833333333333332,0.28701325,0.3022725,0.18116875,0.17792225,0.37564925,0.25941525,0.206818,0.22987025,0.41780325,0.52987025,0.35357150000000004,0.29285725,0.206818,0.18474025,0.5217535,0.21818200000000001,0.26980524999999994,0.22402600000000003,0.2113635,0.38344175,1.06655825,0.814935,0.37348475000000003,0.27207774999999995,0.43116875,0.9660525,0.32605249999999997,0.708117,0.62662325,0.36666675000000004,0.4123375,0.37305175,0.3045455,0.7334417499999999,1.07240275,2.335065,2.79924225,1.46071425,0.6032465,0.3194805,0.5055195,0.38571425000000004,0.198701,0.30265125000000004,0.25941525,0.194156
0004,Vallejo,0.28116874999999997,0.18376625000000002,0.27207774999999995,0.2136365,0.28511875,0.36060574999999995,0.25,0.22175350000000002,0.32321425,0.26266249999999997,0.39870099999999997,0.20117666666666667,0.2022725,0.117208,0.22532475000000002,0.30297625,0.26753224999999997,0.19107125,0.39253225,0.2738635,0.215909,0.1964285,0.17207775,0.204762,0.1113635,0.210065,0.17575775,0.36753225000000006,0.309091,0.255844,0.32402600000000004,0.4,0.3217535,0.30871225,0.38246775,0.215909,0.5486840000000001,0.15584399999999998,0.29870100000000005,0.27207775,0.3352275,0.418182,0.315909,0.2136365,0.28246775,1.07922075,2.3957792500000004,0.81893925,0.46753225,0.38019475,0.28344175,0.31568599999999997,0.36980525000000003,0.27792225,0.67537875,0.22175350000000002,0.210065
0005,San Jose - Jackson,0.4357142500000001,0.28392825,0.390476,0.37440475,0.4011902500000001,0.39464275,0.22857175000000002,0.13571424999999998,0.097619,0.12261875,0.23214275,0.1636905,0.190476,0.21071425000000002,0.0291665,0.08690475,0.095238,0.10833324999999999,0.20892875,0.204762,0.21607175,0.1267855,0.10654775,0.013690749999999998,0.01547625,0.21130975,0.12916650000000002,0.07500025,0.10178575,0.065,0.17500025,0.29940475,0.10892875,0.18392825000000002,0.21369075,0.1363095,0.36631600000000003,0.1647725,0.08630925,0.13571424999999998,0.17261925,0.211905,0.1660715,0.10714299999999999,0.115686,0.40416675,0.41369075,0.419643,0.31130975,0.2339285,0.24047625,0.37500025000000003,0.202381,0.07321450000000002,0.21130975,0.12976175,0.07500025
0006,Richmond - 7th St.,-0.09503125,-0.07841624999999999,0.09621225,-0.03462725,-0.1253105,-0.1013975,-0.204348,-0.1007765,1.86893925,0.33090075,0.1108695,-0.1546585,-0.12888175,-0.1152175,-0.0173915,1.9875777499999998,2.2444097500000004,0.310093,-0.015909,0.26972074999999995,0.0869565,-0.06397525000000001,-0.10681800000000001,1.2299687499999998,1.6768635,0.86040375,-0.06475125,0.31645975000000004,2.5993787499999996,1.6053032500000002,0.42608700000000005,0.218789,0.07205,-0.06397525000000001,-0.07189424999999999,-0.10729799999999999,0.117262,-0.10714299999999999,0.18999999999999997,0.6416666666666667,0.5275,0.37344725,0.43307475000000006,2.20416675,0.52007575,0.6142857500000001,0.2934785,0.20059525,-0.0546585,-0.010093,1.21964275,0.8114907499999999,0.97779475,0.72003125,-0.0964285,0.51071425,1.694876
0006,Sacramento-Del Paso Manor,,1.07938775,1.2933896,1.5840278,1.8201387999999998,1.780903,1.6236096000000004,1.4680556,1.2670137999999997,1.0804166,1.3081704,1.6021528,1.8011878,1.691528,1.1199302000000002,0.9308332,0.6689919999999999,0.6724186,0.8209736,0.5267916,0.3036592,0.2807594,0.6286614,0.3886452,0.0928386,0.095,0.2747604,0.4074046,0.4230048,0.5002508000000001,0.41764260000000003,0.3946372,0.2727734,0.31246399999999996,0.382891,0.380009,0.5051574000000001,0.8859028,0.7884689999999999,0.8668748000000001,0.5980662000000001,0.4049646,0.45965559999999994,0.393883,0.20194639999999997,0.2813008,0.4747476,0.4931526,0.5735308,0.6037794,0.33805880000000005,0.40150499999999995,0.508946,0.40639640000000005,0.5768831999999999,0.5217864000000001,0.26387679999999997
0011,Oakland West,0.05941525,0.08019475000000001,0.7243507499999999,1.83154775,0.12402600000000001,0.12234875,0.014935,-0.0022725,0.0022725,1.5512990000000002,2.491883,0.08019475000000001,0.1045455,0.009091,0.06850624999999999,0.08603925,0.636111,1.0266232499999999,0.07337675,0.09128775000000001,0.07110375,0.01850625,0.02987025,0.31818199999999996,0.11493500000000001,0.098701,0.026515250000000004,0.126299,0.026299000000000003,0.009091,0.46525974999999997,1.71071425,0.17564924999999998,0.02007575,0.08701325,0.08603925,0.4942105,0.015909,1.77662325,0.08019475000000001,0.09261899999999999,0.1136365,0.098701,0.100974,0.914935,1.26785725,0.40324649999999995,0.28030325,0.09967525,0.17662325,0.09285725,0.75714275,0.65714275,0.06298675000000001,0.09356075000000001,0.06980525000000001,0.006818
1001,Crockett - Kendall Ave,2.53245325,2.02670775,2.0942545,2.3259317499999996,2.68540375,2.63649075,1.5346272499999998,1.39720525,1.47562125,1.30155275,2.007298,1.6166150000000001,1.61149075,1.18571425,1.30155275,1.4065215,1.40232925,1.7253105,1.5920805,1.8913045,1.720963,1.81801225,1.3159935,1.39363375,1.3756212499999998,1.4964285,1.4696966666666667,,,1.9773806666666667,2.4869565,2.6718942500000002,2.9035715,2.8287267500000004,3.123913,2.9079195,3.3375000000000004,2.2784162500000003,2.3159935,2.411646,2.4740682499999997,2.37701875,2.31583825,2.20885075,2.883385,4.34720525,5.444876000000001,3.3388199999999997,3.30931675,2.8986025000000004,2.5145962500000003,2.121739,2.3576084999999996,2.1785715000000003,2.8524844999999996,2.4217389999999996,2.07779475
1002,Bethel Island,1.87922075,1.86753225,1.7266232500000003,1.8233335,1.55714275,1.67121225,1.28474025,0.6873374999999999,0.8298702499999999,0.85941525,0.8077380000000001,0.385065,0.19431800000000002,-0.12759725,0.03701325,0.16785725,0.01850625,0.11493500000000001,0.4166666666666667,,,,,0.28690466666666664,0.25714275,0.7720777500000001,0.44583324999999996,0.5253247499999999,0.57110375,0.22759725000000003,0.6103895,0.8035714999999999,0.99285725,0.719318,0.9464285000000001,0.6217535,1.0178945,0.68474025,0.66655825,0.79285725,0.8901512500000001,0.717208,0.66071425,0.46980525000000006,0.76071425,0.8987010000000001,1.33116875,1.5117422499999997,1.417208,1.36850625,1.02305175,0.8055194999999999,0.80162325,0.66396075,0.96515125,0.9022725,0.37077925
1004,San Pablo,0.46980525000000006,0.46753225,0.5625,0.39740275,0.38246775,0.40037875,0.36980525000000003,0.5766232499999999,1.0779222499999999,0.698701,0.65714275,0.4217535,0.43106075,0.5918829999999999,0.615909,0.9227275,1.5,0.69058475,0.46396075,0.89507575,0.5766232499999999,0.500974,0.48019475000000006,1.08376625,0.87532475,1.0217535,0.596591,0.800974,1.3055195000000002,0.9987010000000001,0.76298675,0.7055195000000001,0.59967525,0.5223487499999999,0.5055195,0.48376625,0.738421,0.58603925,1.301299,1.0103895,0.8541667500000001,1.07337675,0.7756492500000001,1.2964285,0.8298702499999999,1.0194805,0.76753225,0.67348475,0.5217535,0.58474025,1.38603925,1.32077925,1.024026,1.1125,0.58257575,1.05714275,1.28246775
2001,Martinez - Jones St.,2.2080747499999998,1.72236025,1.66180125,2.2065215,2.22453425,2.60714275,1.6748447499999999,1.3568324999999999,1.3546585,1.57841625,2.205124,1.57701875,1.7942545,1.3173915,1.29285725,1.3740682499999999,1.28493775,1.86537275,1.4791927500000002,1.5942545000000001,1.57841625,1.6130435,1.36832275,1.307298,1.29937875,1.53105575,1.38059025,1.58059025,1.4094719999999998,1.27996875,1.781579,2.11366425,2.12375775,1.56972075,1.807298,1.63105575,2.66488075,1.451087,1.6877330000000001,1.487733,1.418789,1.57049675,1.66397525,1.40590075,1.87546575,4.2586955,4.65062125,3.2285715,2.469876,2.534472,2.17111825,1.86397525,1.6173915,1.6130435,1.7597825,1.5274845,1.507298
